rugácabe,R U G AH K A B E,rugaqcabe,,,,,
rugalu',R U G A L UH,rugaluqq,,,,,
rugapa,R U G A P A,rugapa,,,,,
rugua'tu,R U G U AH T U,ruguaqqtu,,,,,
ruguna,R U G U N A,ruguna,,,,,
ruguu,R U G UUH,ruguu,,,,,
ruí',R U IH,ruiqqq,,,,,
ruidu,R U I D U,ruidu,,,,,
ruiz,R U I Z ,ruiz,,,,,
rulá,R U L AH,rulaq,,,,,
rulaa,R U L AAH,rulaa,,,,,
rulaacabe,R U L AAH K A B E,rulaacabe,,,,,
rulabi,R U L A B I,rulabi,,,,,
rulábica',R U L AH B I K AH,rulaqbicaqq,,,,,
rulábicabe,R U L AH B I K A B E,rulaqbicabe,,,,,
rulábitu,R U L AH B I T U,rulaqbitu,,,,,
ruluí,R U L U IH,ruluiq,,,,,
ruluí',R U L U IH,ruluiqqq,,,,,
rului'be,R U L U IH B E,ruluiqqbe,,,,,
ruluí'cabe,R U L U IH K A B E,ruluiqqqcabe,,,,,
rului'tu,R U L U IH T U,ruluiqqtu,,,,,
runa,R U N A,runa,,,,,
runaa,R U N AAH,runaa,,,,,
runadiaga,R U N A D I A G A,runadiaga,,,,,
runadiaga',R U N A D I A G AH,runadiagaqq,,,,,
runadiágaca',R U N A D I AH G A K AH,runadiaqgacaqq,,,,,
runadiágacabe,R U N A D I AH G A K A B E,runadiaqgacabe,,,,,
runadiágacame,R U N A D I AH G A K A M E,runadiaqgacame,,,,,
runadiágalu',R U N A D I AH G A L UH,runadiaqgaluqq,,,,,
runadiagasícabe,R U N A D I A G A S IH K A B E,runadiagasiqcabe,,,,,
runadiágatu,R U N A D I AH G A T U,runadiaqgatu,,,,,
runda',R U N D AH,rundaqq,,,,,
rundaa,R U N D AAH,rundaa,,,,,
rundiibicabe,R U N D IIH B I K A B E,rundiibicabe,,,,,
rundubi,R U N D U B I,rundubi,,,,,
rundubine,R U N D U B I N E,rundubine,,,,,
runduuxecabe,R U N D UUH X E K A B E,runduuxecabe,,,,,
rune',R U N EH,runeqq,,,,,
runebia'ya',R U N E B I AH Y AH,runebiaqqyaqq,,,,,
runenia',R U N E N I AH,runeniaqq,,,,,
runguu,R U N G UUH,runguu,,,,,
runi,R U N I,runi,,,,,
runí,R U N IH,runiq,,,,,
rúnibe,R UH N I B E,ruqnibe,,,,,
runibi,R U N I B I,runibi,,,,,
runibiá',R U N I B I AH,runibiaqqq,,,,,
runibia'ca',R U N I B I AH K AH,runibiaqqcaqq,,,,,
runibiá'cabe,R U N I B I AH K A B E,runibiaqqqcabe,,,,,
runibiá'came,R U N I B I AH K A M E,runibiaqqqcame,,,,,
runibia'du,R U N I B I AH D U,runibiaqqdu,,,,,
runibia'lu',R U N I B I AH L UH,runibiaqqluqq,,,,,
runibia'nu,R U N I B I AH N U,runibiaqqnu,,,,,
runibia'tu,R U N I B I AH T U,runibiaqqtu,,,,,
runibiou',R U N I B I O UH,runibiouqq,,,,,
rúnica',R UH N I K AH,ruqnicaqq,,,,,
rúnicabe,R UH N I K A B E,ruqnicabe,,,,,
rúnicani,R UH N I K A N I,ruqnicani,,,,,
runidebe,R U N I D E B E,runidebe,,,,,
runidécabe,R U N I D EH K A B E,runideqcabe,,,,,
rúnidu,R UH N I D U,ruqnidu,,,,,
runiibi,R U N IIH B I,runiibi,,,,,
rúnilu',R UH N I L UH,ruqniluqq,,,,,
runiná,R U N I N AH,runinaq,,,,,
runinácabe,R U N I N AH K A B E,runinaqcabe,,,,,
runinani,R U N I N A N I,runinani,,,,,
runinasaatu,R U N I N A S AAH T U,runinasaatu,,,,,
runiné,R U N I N EH,runineq,,,,,
runinécabe,R U N I N EH K A B E,runineqcabe,,,,,
runinedu,R U N I N E D U,runinedu,,,,,
rúninedu,R UH N I N E D U,ruqninedu,,,,,
rúninu,R UH N I N U,ruqninu,,,,,
rúnirutu,R UH N I R U T U,ruqnirutu,,,,,
runitilú,R U N I T I L UH,runitiluq,,,,,
rúnitu,R UH N I T U,ruqnitu,,,,,
ruque,R U K E,ruke,,,,,
ruquidxi,R U K I DX I,rukidxi,,,,,
ruquiichi',R U K IIH CH IH,rukiichiqq,,,,,
ruquiindeca',R U K IIH N D E K AH,rukiindecaqq,,,,,
ruquiindecabe,R U K IIH N D E K A B E,rukiindecabe,,,,,
ruquixe,R U K I X E,rukixe,,,,,
rusa'bi',R U S AH B IH,rusaqqbiqq,,,,,
rusaana,R U S AAH N A,rusaana,,,,,
rusaana',R U S AAH N AH,rusaanaqq,,,,,
rusaanatu,R U S AAH N A T U,rusaanatu,,,,,
rusaba,R U S A B A,rusaba,,,,,
rusábacabe,R U S AH B A K A B E,rusaqbacabe,,,,,
ruseegu',R U S EEH G UH,ruseeguqq,,,,,
ruseegube,R U S EEH G U B E,ruseegube,,,,,
ruseegutu,R U S EEH G U T U,ruseegutu,,,,,
ruseenda',R U S EEH N D AH,ruseendaqq,,,,,
ruseendacaabe,R U S EEH N D A K AAH B E,ruseendacaabe,,,,,
ruseendacaaca',R U S EEH N D A K AAH K AH,ruseendacaacaqq,,,,,
ruseguyoobe,R U S E G U Y OOH B E,ruseguyoobe,,,,,
ruseguyoocabe,R U S E G U Y OOH K A B E,ruseguyoocabe,,,,,
ruseguyoodo,R U S E G U Y OOH D O,ruseguyoodo,,,,,
ruseguyooni,R U S E G U Y OOH N I,ruseguyooni,,,,,
rusi,R U S I,rusi,,,,,
rusí'didu,R U S IH D I D U,rusiqqqdidu,,,,,
rusí'dinu,R U S IH D I N U,rusiqqqdinu,,,,,
rusiá,R U S I AH,rusiaq,,,,,
rusiaanda',R U S I AAH N D AH,rusiaandaqq,,,,,
rusiabe,R U S I A B E,rusiabe,,,,,
rusianda,R U S I A N D A,rusianda,,,,,
rusiándacabe,R U S I AH N D A K A B E,rusiaqndacabe,,,,,
rusibane',R U S I B A N EH,rusibaneqq,,,,,
rusibani,R U S I B A N I,rusibani,,,,,
rusidxaga,R U S I DX A G A,rusidxaga,,,,,
rusieche',R U S I E CH EH,rusiecheqq,,,,,
rusiéchelu',R U S I EH CH E L UH,rusieqcheluqq,,,,,
rusiene,R U S I E N E,rusiene,,,,,
rusiénebe,R U S I EH N E B E,rusieqnebe,,,,,
rusiénenu,R U S I EH N E N U,rusieqnenu,,,,,
rusiga'de',R U S I G AH D EH,rusigaqqdeqq,,,,,
rusiguiee',R U S I G I EEH,rusiguieeqq,,,,,
rusiguii,R U S I G IIH,rusiguii,,,,,
rusiguiibe,R U S I G IIH B E,rusiguiibe,,,,,
rusiguiica',R U S I G IIH K AH,rusiguiicaqq,,,,,
rusiguiicabe,R U S I G IIH K A B E,rusiguiicabe,,,,,
rusiguiidu,R U S I G IIH D U,rusiguiidu,,,,,
rusiguiitu,R U S I G IIH T U,rusiguiitu,,,,,
rusihuinni,R U S I U I NL I,rusihuinni,,,,,
rusihuínnibe,R U S I U IH NL I B E,rusihuiqnnibe,,,,,
rusihuínnica',R U S I U IH NL I K AH,rusihuiqnnicaqq,,,,,
rusihuínnicani,R U S I U IH NL I K A N I,rusihuiqnnicani,,,,,
rusihuínnidu,R U S I U IH NL I D U,rusihuiqnnidu,,,,,
rusihuínnilu',R U S I U IH NL I L UH,rusihuiqnniluqq,,,,,
rusihuínnini,R U S I U IH NL I N I,rusihuiqnnini,,,,,
rusihuínnitu,R U S I U IH NL I T U,rusihuiqnnitu,,,,,
rusiide',R U S IIH D EH,rusiideqq,,,,,
rusiidi',R U S IIH D IH,rusiidiqq,,,,,
rusiidibe,R U S IIH D I B E,rusiidibe,,,,,
rusiidica',R U S IIH D I K AH,rusiidicaqq,,,,,
rusiidicabe,R U S IIH D I K A B E,rusiidicabe,,,,,
rusiidilu',R U S IIH D I L UH,rusiidiluqq,,,,,
rusiiditu,R U S IIH D I T U,rusiiditu,,,,,
rusini'be,R U S I N IH B E,rusiniqqbe,,,,,
rusiniisi,R U S I N IIH S I,rusiniisi,,,,,
rusiroobacabe,R U S I R OOH B A K A B E,rusiroobacabe,,,,,
rusisaca,R U S I S A K A,rusisaca,,,,,
rusisaca',R U S I S A K AH,rusisacaqq,,,,,
rusisácabe,R U S I S AH K A B E,rusisaqcabe,,,,,
rusisácaca',R U S I S AH K A K AH,rusisaqcacaqq,,,,,
rusisácacabe,R U S I S AH K A K A B E,rusisaqcacabe,,,,,
rusisácanu,R U S I S AH K A N U,rusisaqcanu,,,,,
rusisiaasi',R U S I S I AAH S IH,rusisiaasiqq,,,,,
rusituí,R U S I T U IH,rusituiq,,,,,
rusituitu,R U S I T U I T U,rusituitu,,,,,
rusiuubani,R U S I UUH B A N I,rusiuubani,,,,,
rutiiñeca',R U T IIH GN E K AH,rutiinwecaqq,,,,,
rutinde,R U T I N D E,rutinde,,,,,
rutoo,R U T OOH,rutoo,,,,,
rutoobe,R U T OOH B E,rutoobe,,,,,
rutooca',R U T OOH K AH,rutoocaqq,,,,,
rutoocabe,R U T OOH K A B E,rutoocabe,,,,,
rutopa,R U T O P A,rutopa,,,,,
rutopa',R U T O P AH,rutopaqq,,,,,
rutópalu',R U T OH P A L UH,rutoqpaluqq,,,,,
rutuxhu,R U T U XH U,rutuxhu,,,,,
ruu,R UUH,ruu,,,,,
ruuna',R UUH N AH,ruunaqq,,,,,
ruunda',R UUH N D AH,ruundaqq,,,,,
ruundalu',R UUH N D A L UH,ruundaluqq,,,,,
ruuni,R UUH N I,ruuni,,,,,
ruuní',R UUH N IH,ruuniqqq,,,,,
ruuti,R UUH T I,ruuti,,,,,
ruutica',R UUH T I K AH,ruuticaqq,,,,,
ruuticabe,R UUH T I K A B E,ruuticabe,,,,,
ruutu',R UUH T UH,ruutuqq,,,,,
ruuya,R UUH Y A,ruuya,,,,,
ruuya',R UUH Y AH,ruuyaqq,,,,,
ruuya'xhatu,R UUH Y AH XH A T U,ruuyaqqxhatu,,,,,
ruuyabe,R UUH Y A B E,ruuyabe,,,,,
ruuyaca',R UUH Y A K AH,ruuyacaqq,,,,,
ruuyacabe,R UUH Y A K A B E,ruuyacabe,,,,,
ruuyadxí,R UUH Y A DX IH,ruuyadxiq,,,,,
ruuyadxíca',R UUH Y A DX IH K AH,ruuyadxiqcaqq,,,,,
ruuyalu',R UUH Y A L UH,ruuyaluqq,,,,,
ruuyatu,R UUH Y A T U,ruuyatu,,,,,
ruuyu',R UUH Y UH,ruuyuqq,,,,,
ruxhéguetu,R U XH EH G E T U,ruxheqguetu,,,,,
ruxhele',R U XH E L EH,ruxheleqq,,,,,
ruxhélebe,R U XH EH L E B E,ruxheqlebe,,,,,
ruxhidxi,R U XH I DX I,ruxhidxi,,,,,
ruxhidxinécabe,R U XH I DX I N EH K A B E,ruxhidxineqcabe,,,,,
ruxidxi,R U X I DX I,ruxidxi,,,,,
ruxooñe',R U X OOH GN EH,ruxoonweqq,,,,,
ruxooñecabe,R U X OOH GN E K A B E,ruxoonwecabe,,,,,
ruxooñecame,R U X OOH GN E K A M E,ruxoonwecame,,,,,
ruxuí',R U X U IH,ruxuiqqq,,,,,
ruxuuxe,R U X UUH X E,ruxuuxe,,,,,
ruya',R U Y AH,ruyaqq,,,,,
ruyaa,R U Y AAH,ruyaa,,,,,
ruyaana',R U Y AAH N AH,ruyaanaqq,,,,,
ruyube',R U Y U B EH,ruyubeqq,,,,,
ruyubi,R U Y U B I,ruyubi,,,,,
ruyúbibe,R U Y UH B I B E,ruyuqbibe,,,,,
ruyúbitu,R U Y UH B I T U,ruyuqbitu,,,,,
ruza',R U Z AH,ruzaqq,,,,,
ruzá',R U Z AH,ruzaqqq,,,,,
ruza'qui',R U Z AH K IH,ruzaqqkiqq,,,,,
ruzaani',R U Z AAH N IH,ruzaaniqq,,,,,
ruzaanini,R U Z AAH N I N I,ruzaanini,,,,,
ruzaaqui',R U Z AAH K IH,ruzaakiqq,,,,,
ruzee,R U Z EEH,ruzee,,,,,
ruzeete',R U Z EEH T EH,ruzeeteqq,,,,,
ruziini',R U Z IIH N IH,ruziiniqq,,,,,
ruzuchaahui',R U Z U CH AAH U IH,ruzuchaahuiqq,,,,,
ruzuchaahuinu,R U Z U CH AAH U I N U,ruzuchaahuinu,,,,,
ruzuchaahuitu,R U Z U CH AAH U I T U,ruzuchaahuitu,,,,,
ruzuguaa,R U Z U G U AAH,ruzuguaa,,,,,
ruzuhuaa,R U Z U U AAH,ruzuhuaa,,,,,
ruzulú,R U Z U L UH,ruzuluq,,,,,
ruzuuba',R U Z UUH B AH,ruzuubaqq,,,,,
ruzuubaca',R U Z UUH B A K AH,ruzuubacaqq,,,,,
ruzuubacabe,R U Z UUH B A K A B E,ruzuubacabe,,,,,
ruzuubatu,R U Z UUH B A T U,ruzuubatu,,,,,
ruzuxibe',R U Z U X I B EH,ruzuxibeqq,,,,,
ruzuxibi,R U Z U X I B I,ruzuxibi,,,,,
ruzuxíbica',R U Z U X IH B I K AH,ruzuxiqbicaqq,,,,,
sa,S A,sa,,,,,
sa',S AH,saqq,,,,,
sá',S AH,saqqq,,,,,
sa'diidxa',S AH D IIH DX AH,saqqdiidxaqq,,,,,
saa,S AAH,saa,,,,,
saanu,S AAH N U,saanu,,,,,
sábadu,S AH B A D U,saqbadu,,,,,
sabajtháni,S A B A J TAH N I,sabajthaqni,,,,,
sabe,S A B E,sabe,,,,,
sabiduría,S A B I D U R IH A,sabiduriqa,,,,,
sabina,S A B I N A,sabina,,,,,
sabino,S A B I N O ,sabino,,,,,
sabinu,S A B I N U,sabinu,,,,,
sabiu,S A B I U,sabiu,,,,,
sabor,S A B O R,sabor,,,,,
saca,S A K A,saca,,,,,
sacerdote,S A S E R D O T E,sacerdote,,,,,
sacrificar,S A K R I F I K A R,sacrificar,,,,,
sacrificiu,S A K R I F I S I U,sacrificiu,,,,,
sacu,S A K U,sacu,,,,,
saduceu,S A D U S E U,saduceu,,,,,
safira,S A F I R A,safira,,,,,
sagradu,S A G R A D U,sagradu,,,,,
sagrario,S A G R A R I O,sagrario,,,,,
sala,S A L A,sala,,,,,
salamina,S A L A M I N A,salamina,,,,,
sale,S A L E,sale,,,,,
salim,S A L I M,salim,,,,,
salinas,S A L I N A S,salinas,,,,,
salmo,S A L M O,salmo,,,,,
salmón,S A L M OH N,salmoqn,,,,,
salmone,S A L M O N E,salmone,,,,,
salomé,S A L O M EH,salomeq,,,,,
salomón,S A L O M OH N,salomoqn,,,,,
salu',S A L UH,saluqq,,,,,
salud,S A L U D,salud,,,,,
salva,S A L V A,salva,,,,,
salvación,S A L B A S I OH N,salvacioqn,,,,,
salvador,S A L V A D O R,salvador,,,,,
salvaje,S A L B A J E,salvaje,,,,,
samaria,S A M A R I A,samaria,,,,,
samaritana,S A M A R I T A N A,samaritana,,,,,
samaritanu,S A M A R I T A N U,samaritanu,,,,,
samos,S A M O S,samos,,,,,
samotracia,S A M O T R A S I A,samotracia,,,,,
samuel,S A M U E L,samuel,,,,,
san,S A N,san,,,,,
sánanda,S AH N A N D A,saqnanda,,,,,
sanándacabe,S A N AH N D A K A B E,sanaqndacabe,,,,,
sanchez,S A N CH E Z,sanchez,,,,,
sanchi,S A N CH I,sanchi,,,,,
sanedrín,S A N E D R IH N,sanedriqn,,,,,
sánedu,S AH N E D U,saqnedu,,,,,
saní',S A N IH,saniqqq,,,,,
saníruca',S A N IH R U K AH,saniqrucaqq,,,,,
santa,S A N T A,santa,,,,,
santiago,S A N T I A G O,santiago,,,,,
santificar,S A N T I F I K A R,santificar,,,,,
santificárcabe,S A N T I F I K AH R K A B E,santificaqrcabe,,,,,
santísimo,S A N T IH S I M O,santiqsimo,,,,,
santo,S A N T O,santo,,,,,
santu,S A N T U,santu,,,,,
santuariu,S A N T U A R I U,santuariu,,,,,
sanu,S A N U,sanu,,,,,
saori,S A O R I,saori,,,,,
saqueca,S A K E K A,sakeca,,,,,
sara,S A R A,sara,,,,,
sarabia,S A R A B I A,sarabia,,,,,
sardio,S A R D I O,sardio,,,,,
sardis,S A R D I S,sardis,,,,,
sardónica,S A R D OH N I K A,sardoqnica,,,,,
sarepta,S A R E P T A,sarepta,,,,,
sarón,S A R OH N,saroqn,,,,,
saúl,S A UH L,sauql,,,,,
saulo,S A U L O,saulo,,,,,
saya',S A Y AH,sayaqq,,,,,
scaadxi,S K AAH DX I,scaadxi,,,,,
scuela,S K U E L A,scuela,,,,,
se,S E,se,,,,,
seca,S E K A,seca,,,,,
sección,S E K S I OH N,seccioqn,,,,,
secretaría,S E K R E T A R IH A            ,secretariqa,,,,,
secretu,S E K R E T U,secretu,,,,,
secta,S E K T A,secta,,,,,
seda,S E D A,seda,,,,,
sedatu,S E D A T U,sedatu,,,,,
seguir,S E G I R,seguir,,,,,
seguirca',S E G I R K AH,seguircaqq,,,,,
seguirdu,S E G I R D U,seguirdu,,,,,
según,S E G UH N,seguqn,,,,,
segunda,S E G U N D A,segunda,,,,,
segundo,S E G U N D O,segundo,,,,,
seguro,S E G U R O,seguro,,,,,
seguru,S E G U R U,seguru,,,,,
seis,S E I S,seis,,,,,
selá,S E L AH,selaq,,,,,
seleucia,S E L E U S I A,seleucia,,,,,
selladu,S E Y A D U,selladu,,,,,
sellar,S E Y A R,sellar,,,,,
sellarbe,S E Y A R B E,sellarbe,,,,,
sellárcabe,S E Y AH R K A B E,sellaqrcabe,,,,,
sellu,S E Y U,sellu,,,,,
sem,S E M,sem,,,,,
semana,S E M A N A,semana,,,,,
sembrador,S E M B R A D O R,sembrador,,,,,
semiá,S E M I AH,semiaq,,,,,
sentencia,S E N T E N S I A,sentencia,,,,,
sentidu,S E N T I D U,sentidu,,,,,
sentir,S E N T I R,sentir,,,,,
sentirbe,S E N T I R B E,sentirbe,,,,,
sentirca',S E N T I R K AH,sentircaqq,,,,,
sentírcabe,S E N T IH R K A B E,sentiqrcabe,,,,,
sentirdu,S E N T I R D U,sentirdu,,,,,
sentirlu',S E N T I R L UH,sentirluqq,,,,,
sentirtu,S E N T I R T U,sentirtu,,,,,
seña,S E GN A,senwa,,,,,
señal,S E GN A L,senwal,,,,,
señaladu,S E GN A L A D U,senwaladu,,,,,
señor,S E GN O R,senwor,,,,,
señora,S E GN O R A,senwora,,,,,
separarca',S E P A R A R K AH,separarcaqq,,,,,
sergio,S E R J I O,sergio,,,,,
serug,S E R U G,serug,,,,,
servir,S E R B I R,servir,,,,,
servirbe,S E R B I R B E,servirbe,,,,,
servirnu,S E R B I R N U,servirnu,,,,,
sesenta,S E S E N T A,sesenta,,,,,
set,S E T,set,,,,,
severa,S E B E R A,severa,,,,,
sexual,S E X U A L,sexual,,,,,
si,S I,si,,,,,
si',S IH,siqq,,,,,
sia',S I AH,siaqq,,,,,
siaasadinu,S I AAH S A D I N U,siaasadinu,,,,,
siadó,S I A D OH,siadoq,,,,,
siado',S I A D OH,siadoqq,,,,,
siadó',S I A D OH,siadoqqq,,,,,
siadó'huiini',S I A D OH U IIH N IH,siadoqqqhuiiniqq,,,,,
siado'ro',S I A D OH R OH,siadoqqroqq,,,,,
sibé',S I B EH,sibeqqq,,,,,
sica,S I K A,sica,,,,,
sica',S I K AH,sicaqq,,,,,
sícabe,S IH K A B E,siqcabe,,,,,
sicape',S I K A P EH,sicapeqq,,,,,
sicar,S I K A R,sicar,,,,,
sicará,S I K A R AH,sicaraq,,,,,
sicarí,S I K A R IH,sicariq,,,,,
sicari',S I K A R IH,sicariqq,,,,,
sicarí',S I K A R IH,sicariqqq,,,,,
sicaru,S I K A R U,sicaru,,,,,
sicarú,S I K A R UH,sicaruq,,,,,
sicheza,S I CH E Z A,sicheza,,,,,
sidi'di',S I D IH D IH,sidiqqdiqq,,,,,
sidón,S I D OH N,sidoqn,,,,,
siempre,S I E M P R E,siempre,,,,,
siervu,S I E R B U,siervu,,,,,
siete,S I E T E,siete,,,,,
significadu,S I G N I F I K A D U,significadu,,,,,
significar,S I G N I F I K A R,significar,,,,,
sigulaa,S I G U L AAH,sigulaa,,,,,
sii,S IIH,sii,,,,,
siisi,S IIH S I,siisi,,,,,
silas,S I L A S,silas,,,,,
silenciu,S I L E N S I U,silenciu,,,,,
siloam,S I L O A M,siloam,,,,,
silu',S I L UH,siluqq,,,,,
silvano,S I L B A N O,silvano,,,,,
simeón,S I M E OH N,simeoqn,,,,,
simón,S I M OH N,simoqn,,,,,
simona,S I M O N A,simona,,,,,
sin,S I N,sin,,,,,
sinaba',S I N A B AH,sinabaqq,,,,,
sinagoga,S I N A G O G A,sinagoga,,,,,
sinaí,S I N A IH,sinaiq,,,,,
sindicato,S I N D I K A T O,sindicato,,,,,
sindicatu,S I N D I K A T U,sindicatu,,,,,
síndico,S IH N D I K O,sindico,,,,,
siné,S I N EH,sineq,,,,,
sinfra,S I N F R A,sinfra,,,,,
singular,S I N G U L A R,singular,,,,,
singularidad,S I N G U L A R I D A D,singularidad,,,,,
sinu,S I N U,sinu,,,,,
sínuque,S IH N U K E,siqnuke,,,,,
siñe,S I GN E ,sinwe,,,,,
sion,S I O N,sion,,,,,
siou,S I O U,siou,,,,,
siquem,S I K E M,sikem,,,,,
siracusa,S I R A K U S A,siracusa,,,,,
siria,S I R I A,siria,,,,,
sirilu,S I R I L U,sirilu,,,,,
sirofenicia,S I R O F E N I S I A,sirofenicia,,,,,
sirte,S I R T E,sirte,,,,,
sirviente,S I R B I E N T E,sirviente,,,,,
sisaana,S I S AAH N A,sisaana,,,,,
sisaanaca',S I S AAH N A K AH,sisaanacaqq,,,,,
sitapanu,S I T A P A N U,sitapanu,,,,,
situ,S I T U,situ,,,,,
siuxhoñe',S I U XH O GN EH,siuxhonweqq,,,,,
siyeeque',S I Y EEH K EH,siyeekeqq,,,,,
sobador,S O B A D O R,sobador,,,,,
sobra,S O B R A,sobra,,,,,
sobrina,S O B R I N A,sobrina,,,,,
sobrinu,S O B R I N U,sobrinu,,,,,
social,S O S I A L,social,,,,,
socio,S O S I O,socio,,,,,
soconusco,S O K O N U S K O,soconusco,,,,,
sodoma,S O D O M A,sodoma,,,,,
soldadu,S O L D A D U,soldadu,,,,,
soledad,S O L E D A D,soledad,,,,,
solitario,S O L I T A R I O,solitario,,,,,
sollozando,S O Y O Z A N D O,sollozando,,,,,
solo,S O L O,solo,,,,,
solteru,S O L T E R U,solteru,,,,,
son,S O N,son,,,,,
sonidu,S O N I D U,sonidu,,,,,
soo,S OOH,soo,,,,,
sópater,S OH P A T E R,soqpater,,,,,
sope,S O P E,sope,,,,,
soplador,S O P L A D O R,soplador,,,,,
soportar,S O P O R T A R,soportar,,,,,
sora,S O R A,sora,,,,,
soraida,S O R A I D A,soraida,,,,,
sosípatro,S O S IH P A T R O,sosiqpatro,,,,,
sóstenes,S OH S T E N E S,soqstenes,,,,,
soy,S O Y,soy,,,,,
squina,S K I N A,skina,,,,,
staale,S T AAH L E,staale,,,,,
staca,S T A K A,staca,,,,,
stale,S T A L E,stale,,,,,
stáleca',S T AH L E K AH,staqlecaqq,,,,,
stálecabe,S T AH L E K A B E,staqlecabe,,,,,
stáledu,S T AH L E D U,staqledu,,,,,
stálenu,S T AH L E N U,staqlenu,,,,,
stapa,S T A P A,stapa,,,,,
sti,S T I,sti,,,,,
sti',S T IH,stiqq,,,,,
stiabe',S T I A B EH,stiabeqq,,,,,
stiaya',S T I A Y AH,stiayaqq,,,,,
stibe,S T I B E,stibe,,,,,
stica',S T I K AH,sticaqq,,,,,
sticabe,S T I K A B E,sticabe,,,,,
stícabe,S T IH K A B E,stiqcabe,,,,,
stícame,S T IH K A M E,stiqcame,,,,,
stícani,S T IH K A N I,stiqcani,,,,,
stidu,S T I D U,stidu,,,,,
stidxa,S T I DX A,stidxa,,,,,
stidxe',S T I DX EH,stidxeqq,,,,,
stidxi,S T I DX I,stidxi,,,,,
stídxibe,S T IH DX I B E,stiqdxibe,,,,,
stiidxa',S T IIH DX AH,stiidxaqq,,,,,
stiidxabe,S T IIH DX A B E,stiidxabe,,,,,
stiidxaca',S T IIH DX A K AH,stiidxacaqq,,,,,
stiidxacabe,S T IIH DX A K A B E,stiidxacabe,,,,,
stiidxadu,S T IIH DX A D U,stiidxadu,,,,,
stiidxalu',S T IIH DX A L UH,stiidxaluqq,,,,,
stiidxanu,S T IIH DX A N U,stiidxanu,,,,,
stiidxatu,S T IIH DX A T U,stiidxatu,,,,,
stiipa,S T IIH P A,stiipa,,,,,
stilu',S T I L UH,stiluqq,,,,,
stime,S T I M E,stime,,,,,
stina,S T I N A,stina,,,,,
stine,S T I N E,stine,,,,,
stini,S T I N I,stini,,,,,
stinne',S T I NL EH,stinneqq,,,,,
stinu,S T I N U,stinu,,,,,
stinula',S T I N U L AH,stinulaqq,,,,,
stipa,S T I P A,stipa,,,,,
stísinu,S T IH S I N U,stiqsinu,,,,,
stitu,S T I T U,stitu,,,,,
stiu,S T I U,stiu,,,,,
stiu',S T I UH,stiuqq,,,,,
stobi,S T O B I,stobi,,,,,
stóbi,S T OH B I,stoqbi,,,,,
stonda,S T O N D A,stonda,,,,,
stóndalu',S T OH N D A L UH,stoqndaluqq,,,,,
stoo,S T OOH,stoo,,,,,
stube',S T U B EH,stubeqq,,,,,
stubi,S T U B I,stubi,,,,,
stúbibe,S T UH B I B E,stuqbibe,,,,,
stúbica',S T UH B I K AH,stuqbicaqq,,,,,
stúbicabe,S T UH B I K A B E,stuqbicabe,,,,,
stúbilu',S T UH B I L UH,stuqbiluqq,,,,,
stúbilucha,S T UH B I L U CH A,stuqbilucha,,,,,
stúbitu,S T UH B I T U,stuqbitu,,,,,
stubiza,S T U B I Z A,stubiza,,,,,
suba,S U B A,suba,,,,,
sucá,S U K AH,sucaq,,,,,
sucaaca',S U K AAH K AH,sucaacaqq,,,,,
suegra,S U E G R A,suegra,,,,,
suégrabe,S U EH G R A B E,sueqgrabe,,,,,
suegru,S U E G R U,suegru,,,,,
suerte,S U E R T E,suerte,,,,,
sufriendo,S U F R I E N D O,sufriendo,,,,,
sufrimientu,S U F R I M I E N T U,sufrimientu,,,,,
sufrir,S U F R I R,sufrir,,,,,
sufrirbe,S U F R I R B E,sufrirbe,,,,,
sufrirca',S U F R I R K AH,sufrircaqq,,,,,
sufrirdu,S U F R I R D U,sufrirdu,,,,,
sufrirlu',S U F R I R L UH,sufrirluqq,,,,,
sufrirnu,S U F R I R N U,sufrirnu,,,,,
suluá',S U L U AAH,suluaqqq,,,,,
sumo,S U M O,sumo,,,,,
sunidé,S U N I D EH,sunideq,,,,,
superintendente,S U P E R I N T E N D E N T E,superintendente,,,,,
supremo,S U P R E M O,supremo,,,,,
surcu,S U R K U,surcu,,,,,
susana,S U S A N A,susana,,,,,
suxibi,S U X I B I,suxibi,,,,,
symeón,S Y M E OH N,symeoqn,,,,,
ta,T A,ta,,,,,
tabernáculo,T A B E R N AH K U L O,tabernaqculo,,,,,
tabernas,T A B E R N A S,tabernas,,,,,
tabita,T A B I T A,tabita,,,,,
tabla,T A B L A,tabla,,,,,
tablahuiini',T A B L A U IIH N IH,tablahuiiniqq,,,,,
tabor,T A B O R,tabor,,,,,
taca,T A K A,taca,,,,,
tachu,T A CH U,tachu,,,,,
tadeo,T A D E O,tadeo,,,,,
tagadxe,T A G A DX E,tagadxe,,,,,
tal,T A L,tal,,,,,
talentu,T A L E N T U,talentu,,,,,
tálitha,T AH L I T A,taqlitha,,,,,
tan,T A N,tan,,,,,
tanque,T A N K E,tanke,,,,,
tantu,T A N T U,tantu,,,,,
tapa,T A P A,tapa,,,,,
tarde,T A R D E,tarde,,,,,
taré,T A R EH,tareq,,,,,
tarjeta,T A R J E T A,tarjeta,,,,,
tarru,T A RF U,tarru,,,,,
tarso,T A R S O,tarso,,,,,
tártaro,T AH R T A R O,taqrtaro,,,,,
tarzan,T A R Z A N,tarzan,,,,,
tavo,T A B O,tavo,,,,,
taxista,T A X I S T A,taxista,,,,,
